beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,beer,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,population,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Generosity,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Freedom to make life choices,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Positive affect,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Democratic Quality,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Life Ladder,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Log GDP per capita,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support,Social support
,0.4,0.49,0.54,0.55,0.57,0.65,0.69,0.71,0.73,0.75,0.73,0.8,1.04,0.98,0.84,0.93,0.91,0.97,1.09,1.07,1.15,1.31,1.32,1.19,1.37,1.43,1.43,1.42,1.31,1.5,1.48,1.53,1.48,1.54,1.49,1.41,1.49,1.57,1.58,1.63993,1.68481,1.64296,1.75303,1.7234,1.72858,1.76369,1.81016,1.71088,1.62888,1.66,1.69,1.7,1.7,1.73,1.79,1.82,1.88,1.94,1.99,50199700.0,50536350.0,50879450.0,51252000.0,51675350.0,52112350.0,52519000.0,52900500.0,53235750.0,53537950.0,53821850.0,54073490.0,54381345.0,54751406.0,55110868.0,55441001.0,55718260.0,55955411.0,56155143.0,56317749.0,56433883.0,56501675.0,56543548.0,56564074.0,56576718.0,56593071.0,56596155.0,56601931.0,56629288.0,56671781.0,56719240.0,56758521.0,56797087.0,56831821.0,56843400.0,56844303.0,56860281.0,56890372.0,56906744.0,56916317.0,56942108.0,56974100.0,57059007.0,57313203.0,57685327.0,57969484.0,58143979.0,58438310.0,58826731.0,59095365.0,59277417.0,59379449.0,59539717.0,60233948.0,60789140.0,60730582.0,60627498.0,60536709.0,60421760.0,59729081.0,59438851.0,59133173.0,58940425.0,58761146.0,,,0.110725991,0.046619378,0.238123491,-0.061857227,-0.020065753,0.110555314,-0.104565948,-0.06720639,-0.066691227,-0.082749397,-0.037178084,-0.023462269,0.802194953,,0.684297025,0.543076873,0.700550497,0.737738907,0.567738414,0.570094943,0.499168754,0.623531222,0.574765742,0.623741627,0.632843256,0.650009274,0.678837299,,0.715646088,0.636669159,0.775457144,0.596380711,0.658394277,0.66976124,0.778827429,0.716064274,0.691772103,0.685422838,0.661180735,0.649023056,0.773581147,,0.779779792,0.790612221,0.691195607,0.718360543,0.70651567,0.712513387,0.724858284,0.728713989,0.705309868,0.701679826,0.645315766,,6.853783607,,6.574412346,6.779774189,6.333800316,6.354238033,6.057086468,5.839313984,6.009373665,6.026585102,5.847683907,5.95452404,6.198870182,6.516526699,10.53487492,,10.5613184,10.54413414,10.48319817,10.4968462,10.50087643,10.46958542,10.44056034,10.43252182,10.44295979,10.45320511,10.4693718,10.48051643,0.928000689,,0.912292421,0.87966311,0.880312502,0.872384131,0.913309336,0.86948663,0.916296065,0.89789933,0.908986509,0.927212834,0.919791222,0.912656128
,0.9,1.03,0.91,1.08,1.26,1.4,1.47,1.62,1.95,2.14,2.12,2.46,2.55,2.41,2.7,2.39,2.12,2.27,1.84,2.2,1.85,1.85,1.86,1.52,1.66,1.67,1.92,2.02,2.3,2.42,2.25,2.36,2.26,1.96,1.81,1.83,1.71,1.69,1.58,1.58318,1.31828,1.26139,1.13862,1.13022,1.1233,1.08756,1.12716,1.1933,1.0322,0.99,1.0,1.01,1.03,1.06,1.13,1.22,1.24,1.19,1.19,1642331.0,1663754.0,1683761.0,1703868.0,1725181.0,1746977.0,1768803.0,1790580.0,1812209.0,1834615.0,1859091.0,1886143.0,1915299.0,1945320.0,1974880.0,2003094.0,2029486.0,2054927.0,2080485.0,2106937.0,2135546.0,2166657.0,2199606.0,2232782.0,2264095.0,2292030.0,2315871.0,2336245.0,2354805.0,2373365.0,2392030.0,2411867.0,2434574.0,2459062.0,2484182.0,2509372.0,2532894.0,2554954.0,2576567.0,2596271.0,2612205.0,2625405.0,2638244.0,2651027.0,2664024.0,2676863.0,2689660.0,2701221.0,2711373.0,2722401.0,2733896.0,2746169.0,2759817.0,2773129.0,2784543.0,2794445.0,2802695.0,2808376.0,2811835.0,2813773.0,2820436.0,2827695.0,2827377.0,2825544.0,,-0.002016736,,,,,-0.061701879,,-0.019144865,0.001044301,,,-0.128097996,,,0.73823607,,,,,0.795613527,,0.79319495,0.808973134,,,0.860676348,,,0.788478494,,,,,0.835871994,,0.733613372,0.737160861,,,0.769282162,,,0.150930882,,,,,0.208083943,,0.362890244,0.293532729,,,0.47238034,,,6.207881927,,,,,5.374446392,,5.708886623,5.310538769,,,5.889759064,,,9.060152054,,,,,8.999515533,,8.990375519,8.993581772,,,9.011104584,,,0.909083962,,,,,0.854584217,,0.864943385,0.874231517,,,0.91302985,
,0.99,0.99,1.13,1.27,1.23,1.31,1.49,1.45,1.62,1.72,1.75,1.94,2.1,1.96,2.08,1.96,2.24,2.28,2.39,2.3,2.37,2.43,2.46,2.33,2.33,2.47,2.64,2.84,2.91,3.0,3.28,3.3,3.31,3.55,3.23,3.24,3.13,2.87,2.7,2.50157,2.20825,1.96988,1.80541,1.74323,1.71813,1.66444,1.62928,1.47119,1.37848,1.67,1.58,1.56,1.53,1.51,1.53,1.51,1.45,1.35,1.35,93216000.0,94055000.0,94933000.0,95900000.0,96903000.0,97952000.0,98851000.0,99879000.0,101011000.0,102219000.0,103403000.0,105697000.0,107188000.0,108707000.0,110162000.0,111573000.0,112775000.0,113872000.0,114913000.0,115890000.0,116807000.0,117661000.0,118480000.0,119307000.0,120083000.0,120837000.0,121482000.0,122069000.0,122578000.0,123069000.0,123478000.0,123964000.0,124425000.0,124829000.0,125178000.0,125472000.0,125757000.0,126057000.0,126400000.0,126631000.0,126843000.0,127149000.0,127445000.0,127718000.0,127761000.0,127773000.0,127854000.0,128001000.0,128063000.0,128047000.0,128070000.0,127833000.0,127629000.0,127445000.0,127276000.0,127141000.0,127076000.0,126972000.0,126811000.0,126633000.0,126261000.0,125681593.0,125124989.0,124516650.0,,,-0.101111136,-0.146089658,-0.220758796,-0.151213542,-0.062772609,,-0.157917306,-0.150382042,-0.166381299,-0.073620148,-0.217277035,-0.272972286,0.867779255,,0.796054125,0.77207005,0.729888022,0.771722376,0.814396441,0.752831519,0.821416557,0.838051736,0.831694186,0.836064637,0.849396586,0.77347213,0.738980412,,0.731493533,0.779842138,0.784990311,0.827118337,0.775717437,0.776910841,0.793808818,0.741508007,0.768090606,0.76010859,0.740387619,0.703355014,1.021167278,,0.98999542,0.921506405,0.998390973,0.960023105,1.033112645,1.024869084,1.064394474,1.002343178,1.02655673,0.985401094,1.064277649,,6.515817165,,6.238197803,5.91067934,5.844999313,6.056752682,6.262793541,5.968216419,5.959361553,5.922620773,5.879684448,5.954650879,5.910676479,5.793575287,10.48173332,,10.51045704,10.49897671,10.44341564,10.48429871,10.48499584,10.50143337,10.52268124,10.52774811,10.54225731,10.55274868,10.57137394,10.58161831,0.927711964,,0.938148081,0.887304068,0.888356864,0.901924908,0.916703701,0.905295432,0.923688352,0.900040329,0.922657192,0.899773836,0.881961286,0.886431932
,0.06,0.06,0.07,0.07,0.07,0.09,0.07,0.08,0.08,0.08,0.07,0.08,0.1,0.11,0.14,0.15,0.2,0.25,0.3,0.24,0.23,0.24,0.22,0.17,0.15,0.13,0.14,0.13,0.13,0.18,0.13,0.1,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.0615,0.1408,0.12666,0.12331,0.1341,0.14765,0.1619,0.16887,0.17431,0.17486,0.09,0.04,0.05,0.05,0.05,0.05,0.07,0.06,0.06,0.06,847936.0,891848.0,934615.0,978607.0,1029447.0,1093474.0,1172770.0,1265680.0,1366644.0,1466428.0,1557374.0,1636320.0,1704787.0,1767414.0,1827584.0,1886636.0,1945141.0,2005418.0,2069104.0,2138078.0,2216903.0,2306655.0,2406349.0,2514785.0,2629939.0,2751492.0,2879799.0,3014694.0,3157177.0,3310954.0,3480587.0,3666379.0,3866887.0,4075759.0,4278166.0,4458195.0,4608676.0,4733665.0,4844403.0,4950775.0,5056174.0,5163310.0,5275532.0,5396117.0,5532423.0,5678534.0,6075548.0,6473457.0,6632873.0,6780493.0,6931258.0,7109980.0,7211863.0,7694814.0,8658026.0,9494246.0,9964656.0,10215381.0,10459865.0,10698683.0,10928721.0,11148278.0,11285869.0,11337052.0,,,-0.1106629,-0.126094177,-0.074091338,-0.045211799,-0.141527474,-0.158777982,-0.115336791,-0.102667682,-0.044257402,-0.036488943,-0.150125921,-0.183489695,,,0.646079123,,0.770953655,0.788073123,0.759564519,0.693142116,0.692227006,0.728743196,0.766517043,0.771350622,0.766262472,0.762420297,0.695953369,,0.682661772,0.668974996,0.644645333,0.643088937,0.61202389,0.564724505,0.684083998,0.660055876,0.689984202,0.640657842,0.627798378,,-0.324023008,,-0.488239825,-0.553297222,-0.569441199,-0.555909395,-0.654883742,-0.629235148,-0.706534863,-0.646835566,-0.687563419,-0.602687955,-0.625526786,,6.294660091,,5.59805727,4.930058002,5.999859333,5.569942474,5.539327621,5.131996155,5.171952724,5.333021641,5.404593468,5.27128458,4.808082581,4.638933659,9.082460403,,9.158360481,9.181404114,9.184934616,9.156176567,9.128501892,9.101000786,9.077575684,9.062093735,9.046768188,9.034749031,9.028517723,9.024435043,0.920012951,,0.840606511,0.766224205,0.899033546,0.917988896,0.87791878,0.829496324,0.840379238,0.816130996,0.830443859,0.819944739,0.814664543,0.799544334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.38,1.04,0.78,0.66,0.46,0.34,0.43,0.42,0.4,0.82,0.96,1.12,1.33,1.47,1.86,2.14,1.71,1.48,1.47,2.01,1.71,1.91,1.81,1.91,1.84,1.95,2.17,2.44,2.52,9319283.0,9639302.0,9959414.0,10277790.0,10590934.0,10897644.0,11197568.0,11491228.0,11777849.0,12042478.0,12265305.0,12444338.0,12611997.0,12789985.0,12972497.0,13158942.0,13346173.0,13543521.0,13750291.0,13957795.0,14172710.0,14397391.0,14634179.0,14885966.0,15147590.0,15413315.0,15721289.0,16072478.0,16430590.0,16249500.0,16348000.0,16451711.0,16439095.0,16380672.0,16145766.0,15816243.0,15578227.0,15334405.0,15071640.0,14928374.0,14883626.0,14858335.0,14858948.0,14909019.0,15012984.0,15147029.0,15308085.0,15484192.0,15776938.0,16092822.0,16321872.0,16557202.0,16792090.0,17035551.0,17288285.0,17542806.0,17794055.0,18037776.0,18276452.0,18513673.0,18755666.0,19191356.0,19634983.0,19900177.0,,-0.283881962,-0.255679369,-0.231000081,-0.25960502,-0.225407347,-0.245874509,-0.181642011,-0.239924133,-0.006787338,-0.047781285,-0.046834081,-0.045617759,-0.108595312,,0.730545938,0.806299686,0.72658366,0.856448293,0.784851849,0.877888083,0.839832306,0.781591058,0.799462974,0.740132809,0.782805562,0.745243967,0.84018296,,0.668787658,0.651070774,0.675005436,0.678526342,0.691866517,0.695143759,0.739842832,0.673898816,0.717839718,0.730147421,0.702479124,0.756762207,0.69319874,,-0.490703702,-0.258080393,-0.234162778,-0.149349898,-0.304625303,-0.729970038,-0.792587876,-0.822536409,-0.573951423,-0.599363983,-0.599521577,-0.605611205,,,5.475948334,5.718553543,5.886419773,5.382563114,5.514286518,5.735662937,5.759469509,5.835483074,5.970097542,5.949995041,5.533551693,5.882351398,6.00763607,,9.772315025,9.846136093,9.866419792,9.851978302,9.908304214,9.965378761,9.998175621,10.04205036,10.06846523,10.06577873,10.06249809,10.08812237,10.111166,,0.87208885,0.860892773,0.839467227,0.892997801,0.90378648,0.904971361,0.891716659,0.889009714,0.79529345,0.931349277,0.927810669,0.914093196,0.936656713
,2.1,2.14,2.12,2.15,2.04,2.36,2.4,2.22,2.03,2.21,2.2,2.22,2.34,2.27,2.18,2.18,2.22,2.17,1.92,1.91,1.41,1.11,0.94,1.08,1.34,1.33,1.37,1.45,1.4,1.38,1.22,1.32,1.1,0.92,1.0,0.81,0.78,0.75,0.56,0.65473,0.67709,0.67229,0.56204,0.65359,0.84708,0.81784,0.94786,1.05914,1.04116,0.95,0.9,0.93,0.89,0.71,0.84,0.84,0.88,0.81,0.81,7751435.0,8047470.0,8363578.0,8697200.0,9047387.0,9417207.0,9802605.0,10201068.0,10613877.0,11039551.0,11473087.0,11898457.0,12322903.0,12760405.0,13203949.0,13651908.0,14102268.0,14577346.0,15087423.0,15620613.0,16187124.0,16785962.0,17411491.0,18069461.0,18753176.0,19452161.0,20160879.0,20882094.0,21626122.0,22387803.0,23162269.0,23918235.0,24655723.0,25391830.0,26133744.0,26878347.0,27615736.0,28364264.0,29137373.0,29965129.0,30851606.0,31800343.0,32779823.0,33767122.0,34791836.0,35843010.0,36925253.0,38036793.0,39186895.0,40364444.0,41517895.0,42635144.0,43725806.0,44792368.0,45831863.0,46851488.0,47894670.0,48948137.0,49953304.0,50951450.0,51985780.0,53005614.0,54027487.0,55100586.0,,-0.004824379,0.068830043,0.003600074,0.114832483,0.033653274,0.036738768,0.080638863,0.227226794,0.187055409,0.235459939,0.313143224,0.249233559,0.306653082,,0.615886152,0.749842286,0.620295763,0.583594739,0.635457218,0.708659172,0.627654195,0.708332241,0.819018543,0.792990327,0.748508275,0.853394389,0.821412981,,0.705086946,0.725195944,0.772226989,0.771880269,0.819121718,0.760371685,0.706963956,0.765042961,0.814435542,0.70225662,0.742762327,0.788452208,0.759102881,,-0.627764225,-0.775778174,-0.837242424,-0.878685534,-0.692239404,-0.757155478,-0.805622458,-0.689593911,-0.713739693,-0.695436656,-0.735161185,-0.643422961,,,4.223234177,4.575657845,4.015274525,4.270434856,4.255859375,4.405310154,4.547335148,3.795383215,4.904579639,4.357617855,4.396127701,4.475654125,4.655702591,,7.742328644,7.781070709,7.755875111,7.760977745,7.814404011,7.84657526,7.864265442,7.894708157,7.920532227,7.950148582,7.981573582,8.004040718,8.03267765,,0.908798158,0.841112077,0.826555252,0.789220333,0.805326462,0.846307576,0.83141011,0.824806035,0.765436411,0.77692306,0.70592159,0.714604318,0.706719875
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,0.00306,0.0172,0.01904,0.08965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305415.0,339697.0,378190.0,420494.0,465748.0,513840.0,565463.0,621242.0,681117.0,743044.0,802786.0,858734.0,913785.0,970527.0,1030426.0,1095998.0,1168791.0,1247225.0,1329074.0,1412266.0,1493870.0,1573026.0,1652921.0,1736028.0,1813986.0,1888975.0,1968093.0,2048477.0,2129153.0,2210013.0,1674938.0,1339500.0,1620633.0,1653645.0,1641106.0,1655222.0,1703318.0,1761468.0,1819544.0,1877427.0,1934901.0,1991674.0,2047364.0,2101506.0,2153481.0,2235403.0,2363409.0,2506769.0,2650930.0,2795550.0,2943356.0,3143825.0,3394663.0,3646518.0,3761584.0,3908743.0,4048085.0,4124904.0,4317185.0,4441100.0,4360444.0,4250114.0,4268873.0,4310108.0,,-0.270793438,,,-0.027901188,-0.065621957,,,,,0.049360745,-0.107972071,-0.039013941,,,0.769072413,,,0.818781018,0.703019738,0.768603504,0.934049547,0.750524879,,0.821662426,0.840967178,0.884181619,,,0.845954299,,,0.718377352,0.717979968,0.793242276,0.820708573,0.752347887,,0.722893655,0.688287258,0.692071915,,,-0.085338771,,,-0.065930605,-0.036223382,-0.123735443,-0.219685867,-0.245775267,-0.254226625,-0.438526899,-0.339310467,-0.323726535,,,6.075547218,,,6.585246086,6.798151016,6.377699375,6.221094608,6.480031013,6.180138588,6.146031857,5.947194576,6.093905449,,,11.47464561,,,11.31352901,11.22796154,11.25751114,11.25955486,11.21296215,11.16807175,11.13424301,11.13985634,11.09027195,,,0.918950438,,,0.926411927,0.892722309,0.881911993,0.888916671,0.861948133,,0.823017776,0.845222056,0.853491306,
,,,,,,,,,,,,,,,,,,,,2.35,2.4,2.43,2.47,2.01,1.68,1.36,1.46,1.69,1.44,1.01,1.15,1.25,1.22,1.27,1.74,1.65,1.62,1.61,2.11,1.9679,2.11908,2.738,2.97488,3.68751,3.80343,4.08709,4.15105,4.119,4.34643,4.61,4.86,4.67,4.7,4.8,4.8,4.8,5.3,5.3,4.9,2120979.0,2152681.0,2181586.0,2210919.0,2240623.0,2265919.0,2283217.0,2301220.0,2323619.0,2343173.0,2359164.0,2376389.0,2395674.0,2415819.0,2437186.0,2456130.0,2470989.0,2485073.0,2497921.0,2505953.0,2511701.0,2519421.0,2531080.0,2546011.0,2562047.0,2578873.0,2599892.0,2626583.0,2653434.0,2666955.0,2663151.0,2650581.0,2614338.0,2563290.0,2520742.0,2485056.0,2457222.0,2432851.0,2410019.0,2390482.0,2367550.0,2337170.0,2310173.0,2287955.0,2263122.0,2238799.0,2218357.0,2200325.0,2177322.0,2141669.0,2097555.0,2059709.0,2034319.0,2012647.0,1993782.0,1977527.0,1959537.0,1942248.0,1927174.0,1913822.0,1900449.0,1884490.0,1879383.0,1881750.0,,-0.231805369,-0.169632003,-0.205840364,-0.182430148,,-0.005147552,-0.04060765,-0.075946189,-0.046075948,-0.080376849,-0.159757495,-0.158590496,-0.216999531,,0.640807152,0.700174093,0.630111456,0.437064558,,0.56446445,0.563811779,0.630507529,0.670653164,0.65639317,0.685299277,0.699520111,0.608207643,,0.654295862,0.672520757,0.638644397,0.525004804,,0.563278019,0.560012877,0.642102361,0.652273059,0.608379602,0.653751254,0.623312771,0.585233271,,0.842670083,0.695566893,0.492690623,0.599198759,,0.528388739,0.614571154,0.682029366,0.66835165,0.645110488,0.660759449,0.628388107,,,4.70950222,4.666971684,5.145375252,4.668910503,,4.966811657,5.125025272,5.069770336,5.729115486,5.880597591,5.940446377,5.977817535,5.901154041,,9.892741203,9.996024132,9.970413208,9.831418037,,9.892091751,9.944048882,9.978767395,10.00659657,10.04406738,10.07505417,10.12918186,10.18411732,,0.884498775,0.835508585,0.855418265,0.806939304,,0.836042464,0.851195216,0.834022582,0.881255507,0.879372418,0.917073965,0.895098746,0.913276315
,0.31,0.31,0.3,0.29,0.28,0.29,0.3,0.3,0.31,0.32,0.33,0.33,0.35,0.39,0.37,0.41,0.37,0.41,0.43,0.47,0.48,0.47,0.44,0.44,0.43,0.42,0.42,0.41,0.42,0.24,0.42,0.25,0.34,0.41,0.37,0.35,0.33,0.31,0.32,0.44395,0.44101,0.43665,0.44148,0.44755,0.41228,0.38521,0.38846,0.39072,0.39351,0.37,0.31,0.29,0.27,0.33,0.33,0.35,0.36,0.38,0.38,1798092.0,1853295.0,1911959.0,1971511.0,2030440.0,2087445.0,2145646.0,2203202.0,2262291.0,2323823.0,2381791.0,2442137.0,2505965.0,2569841.0,2632880.0,2691586.0,3070419.0,3457617.0,3183405.0,2902164.0,2963702.0,3027222.0,3070133.0,3106990.0,3163558.0,3226750.0,3308010.0,3390870.0,3457148.0,3525502.0,3593700.0,3666734.0,3745407.0,3818796.0,3888144.0,3959640.0,4034243.0,4107551.0,4178784.0,4250020.0,4320642.0,4389200.0,4446666.0,4504807.0,4574797.0,4643044.0,4719864.0,4809608.0,4887613.0,4951135.0,4995800.0,5045056.0,5178337.0,5678851.0,6274342.0,6398940.0,6258619.0,6109252.0,5950839.0,5781907.0,5662923.0,5592631.0,5489739.0,5353930.0,,0.069396719,,0.034023326,0.070522986,0.073096298,0.006596841,-0.004553368,-0.001364229,-0.009085189,0.075556383,0.03390317,-0.072667308,-0.066325933,0.703205824,0.670193553,,0.524062514,0.664733827,0.67763871,0.657106042,0.620627165,0.654868305,0.657207966,0.596749783,0.657357454,0.604554176,0.60703069,0.584244311,0.548370957,,0.526725829,0.527854621,0.525078058,0.578010738,0.499440908,0.498863697,0.558848083,0.567873299,0.552651107,0.515443921,0.463880777,-0.641525269,-1.097298741,,-1.148957253,-0.95846653,-0.978156686,-0.974210739,-1.025322914,-1.047667384,-1.059124351,-1.08255887,-1.069690228,-1.085361362,,5.49124527,4.653103828,,4.594851017,5.205998898,5.031899452,5.187571526,4.572566986,4.983288765,5.233025551,5.171971321,5.27072382,5.153989792,5.167186737,9.414856911,9.412774086,,9.588614464,9.667031288,9.708188057,9.661013603,9.619617462,9.575028419,9.534694672,9.499474525,9.493102074,9.50058651,9.507958412,0.796278358,0.853151023,,0.717357397,0.736411929,0.721424758,0.732914627,0.712611496,0.708228052,0.758719444,0.741707742,0.827885926,0.776583016,0.829380631
,0.97,0.96,0.95,1.04,0.99,0.99,0.87,0.86,0.77,0.87,0.97,,0.7,1.28,0.63,0.5,1.0,1.56,1.34,1.43,1.39,0.9,1.43,1.22,1.07,0.86,0.75,0.79,0.63,1.05,1.01,1.01,0.97,0.96,0.94,0.91,0.89,0.86,0.84,1.53092,1.55933,1.46122,1.3519,1.29299,1.24028,1.20714,1.27033,1.32375,1.30299,1.44,1.46,1.41,1.4,1.43,1.64,1.73,1.67,1.98,1.98,737838.0,760895.0,784681.0,809138.0,834215.0,860220.0,887841.0,918923.0,952992.0,987909.0,1023481.0,1059879.0,1097242.0,1135631.0,1175369.0,1216180.0,1256478.0,1294435.0,1331213.0,1368917.0,1407672.0,1447501.0,1488399.0,1530331.0,1573267.0,1616697.0,1659793.0,1698939.0,1733733.0,1767091.0,1798997.0,1829509.0,1858507.0,1885478.0,1910642.0,1934079.0,1955098.0,1972579.0,1985639.0,1994243.0,1998630.0,1999473.0,1997534.0,1993030.0,1985384.0,1977424.0,1976780.0,1983465.0,1995014.0,2009169.0,2022747.0,2037677.0,2054718.0,2073939.0,2095242.0,2118521.0,2143872.0,2170617.0,2198017.0,2225702.0,2254100.0,2281454.0,2305825.0,2330318.0,,,,,,,-0.096404493,,,,,-0.10248249,-0.153132945,,,,,,,,0.618259728,,,,,0.729489863,0.756505191,,,,,,,,0.793473184,,,,,0.732465565,0.746201754,,,,,,,,0.147347569,,,,,-0.100437164,-0.105936453,,,,,,,,4.89751482,,,,,3.808204889,3.795300722,,,,,,,,7.824051857,,,,,7.914381981,7.955478668,,,,,,,,0.824085355,,,,,0.798059285,0.768551648,
,0.35,0.55,0.38,0.21,0.37,0.53,0.42,0.37,0.36,0.35,0.44,0.42,0.44,0.59,0.63,0.6,0.7,0.73,0.84,0.72,0.64,0.5,0.46,0.64,0.6,0.59,0.46,0.51,0.42,0.21,0.18,0.41,0.19,0.32,0.41,0.2,0.32,0.24,0.21,0.17405,0.1711,0.1499,0.14724,0.25262,0.29216,0.30348,0.34472,0.33804,0.33638,0.33,0.49,0.54,0.56,0.31,0.33,0.36,0.4,0.38,0.38,1137026.0,1165005.0,1194085.0,1224169.0,1255197.0,1287315.0,1320315.0,1354287.0,1389453.0,1425879.0,1463563.0,1501658.0,1540995.0,1582697.0,1626283.0,1671632.0,1718482.0,1768092.0,1820861.0,1875566.0,1932169.0,1989690.0,2047602.0,2109151.0,2174194.0,2239724.0,2305860.0,2372449.0,2439639.0,2507600.0,2209731.0,1939236.0,2052626.0,2132771.0,2125198.0,2142422.0,2203966.0,2383300.0,2639224.0,2789743.0,2895224.0,2981648.0,3060599.0,3085173.0,3122447.0,3266318.0,3455397.0,3632740.0,3783887.0,3905066.0,4019956.0,4181150.0,4331740.0,4427313.0,4519398.0,4612329.0,4706097.0,4796631.0,4889391.0,4985289.0,5087584.0,5193416.0,5302681.0,5418377.0,,,0.16373238,0.013917426,,0.010017741,,,,0.017495414,-0.014139181,0.080516092,0.035448756,0.096002631,,,0.790374219,0.724082768,,0.81900537,,,,0.590450883,0.671430886,0.763476014,0.733389914,0.765769541,,,0.612697423,0.585067272,,0.595008373,,,,0.542849243,0.505067408,0.635527551,0.667946458,0.659731567,,,-0.693339527,-0.735011876,,-0.339957416,,,,-0.445641518,-0.519526303,-0.269059271,-0.216689959,,,,3.701401234,4.221354008,,4.196063042,,,,4.571419239,2.701591253,3.354676008,4.424490929,4.134852886,,,6.487488747,6.514690399,,6.550585747,,,,6.690494061,6.665997982,6.624804974,6.623783588,6.630169868,,,0.593731701,0.618692517,,0.827098727,,,,0.708301783,0.637665987,0.642614603,0.684866846,0.726750135
,0.22,0.24,0.24,0.26,0.24,0.32,0.34,0.44,0.36,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.00221,0.00875,0.00437,0.00314,0.00669,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426986.0,1478760.0,1535157.0,1594758.0,1652102.0,1700072.0,1739831.0,1778578.0,1819393.0,1862823.0,1909177.0,1958320.0,2012796.0,2084256.0,2179446.0,2291841.0,2413760.0,2541805.0,2676117.0,2816917.0,2962720.0,3112015.0,3265457.0,3423592.0,3564547.0,3684313.0,3800110.0,3911939.0,4021565.0,4130042.0,4236983.0,4341971.0,4444820.0,4544970.0,4641296.0,4733063.0,4820066.0,4902346.0,4980962.0,5057998.0,5154790.0,5275916.0,5405326.0,5542641.0,5687563.0,5837986.0,5973369.0,6097177.0,6228370.0,6360191.0,6491988.0,6188132.0,5869870.0,5985221.0,6097764.0,6192235.0,6282196.0,6378261.0,6477793.0,6569088.0,6653942.0,6735277.0,6812341.0,6888388.0,,,,,,,,-0.065152556,,,-0.077029698,-0.122419432,-0.053038593,,,,,,,,,0.711518884,,,0.774544954,0.822384834,0.778695881,0.780558527,,,,,,,,0.694884002,,,0.703949928,0.71778506,0.69704932,0.705535412,,,,,,,,-1.243850827,,,-1.769095659,-1.856518984,-1.884452581,,,,,,,,,5.754394054,,,5.615404606,5.43358326,5.646852493,5.493977547,,,,,,,,10.12488461,,,9.605566025,9.56790638,9.791522026,,,,,,,,,0.854930937,,,0.867987692,0.87606585,0.822758794,0.824165165
